"70BCSV 	",
1555.72,-38.488
1555.74,-38.488
1555.76,-38.49
1555.78,-38.492
1555.8,-38.495
1555.82,-38.496
1555.84,-38.496
1555.86,-38.497
1555.88,-38.498
1555.9,-38.496
1555.92,-38.496
1555.94,-38.497
1555.96,-38.501
1555.98,-38.499
1556,-38.503
1556.02,-38.505
1556.04,-38.507
1556.06,-38.508
1556.08,-38.509
1556.1,-38.51
1556.12,-38.51
1556.14,-38.514
1556.16,-38.516
1556.18,-38.516
1556.2,-38.518
1556.22,-38.525
1556.24,-38.527
1556.26,-38.529
1556.28,-38.526
1556.3,-38.524
1556.32,-38.526
1556.34,-38.529
1556.36,-38.53
1556.38,-38.533
1556.4,-38.533
1556.42,-38.535
1556.44,-38.535
1556.46,-38.536
1556.48,-38.539
1556.5,-38.541
1556.52,-38.541
1556.54,-38.545
1556.56,-38.546
1556.58,-38.548
1556.6,-38.55
1556.62,-38.555
1556.64,-38.555
1556.66,-38.555
1556.68,-38.558
1556.7,-38.561
1556.72,-38.562
1556.74,-38.564
1556.76,-38.565
1556.78,-38.567
1556.8,-38.568
1556.82,-38.571
1556.84,-38.568
1556.86,-38.57
1556.88,-38.573
1556.9,-38.575
1556.92,-38.579
1556.94,-38.582
1556.96,-38.585
1556.98,-38.586
1557,-38.589
1557.02,-38.593
1557.04,-38.593
1557.06,-38.599
1557.08,-38.6
1557.1,-38.605
1557.12,-38.607
1557.14,-38.611
1557.16,-38.614
1557.18,-38.617
1557.2,-38.621
1557.22,-38.625
1557.24,-38.628
1557.26,-38.633
1557.28,-38.637
1557.3,-38.64
1557.32,-38.645
1557.34,-38.649
1557.36,-38.656
1557.38,-38.662
1557.4,-38.667
1557.42,-38.673
1557.44,-38.678
1557.46,-38.682
1557.48,-38.686
1557.5,-38.691
1557.52,-38.696
1557.54,-38.702
1557.56,-38.704
1557.58,-38.709
1557.6,-38.712
1557.62,-38.716
1557.64,-38.72
1557.66,-38.724
1557.68,-38.726
1557.7,-38.729
1557.72,-38.733
1557.74,-38.739
1557.76,-38.743
1557.78,-38.748
1557.8,-38.752
1557.82,-38.757
1557.84,-38.758
1557.86,-38.762
1557.88,-38.766
1557.9,-38.768
1557.92,-38.773
1557.94,-38.777
1557.96,-38.781
1557.98,-38.786
1558,-38.794
1558.02,-38.795
1558.04,-38.801
1558.06,-38.804
1558.08,-38.807
1558.1,-38.815
1558.12,-38.819
1558.14,-38.827
1558.16,-38.834
1558.18,-38.839
1558.2,-38.844
1558.22,-38.853
1558.24,-38.86
1558.26,-38.867
1558.28,-38.872
1558.3,-38.88
1558.32,-38.885
1558.34,-38.89
1558.36,-38.896
1558.38,-38.903
1558.4,-38.911
1558.42,-38.918
1558.44,-38.924
1558.46,-38.929
1558.48,-38.938
1558.5,-38.945
1558.52,-38.952
1558.54,-38.958
1558.56,-38.962
1558.58,-38.97
1558.6,-38.977
1558.62,-38.986
1558.64,-38.989
1558.66,-38.996
1558.68,-39.004
1558.7,-39.011
1558.72,-39.019
1558.74,-39.025
1558.76,-39.034
1558.78,-39.042
1558.8,-39.05
1558.82,-39.057
1558.84,-39.064
1558.86,-39.07
1558.88,-39.076
1558.9,-39.083
1558.92,-39.089
1558.94,-39.095
1558.96,-39.103
1558.98,-39.111
1559,-39.12
1559.02,-39.127
1559.04,-39.134
1559.06,-39.144
1559.08,-39.151
1559.1,-39.159
1559.12,-39.168
1559.14,-39.178
1559.16,-39.188
1559.18,-39.195
1559.2,-39.204
1559.22,-39.212
1559.24,-39.221
1559.26,-39.232
1559.28,-39.241
1559.3,-39.251
1559.32,-39.26
1559.34,-39.27
1559.36,-39.276
1559.38,-39.284
1559.4,-39.295
1559.42,-39.301
1559.44,-39.307
1559.46,-39.315
1559.48,-39.326
1559.5,-39.333
1559.52,-39.341
1559.54,-39.351
1559.56,-39.36
1559.58,-39.37
1559.6,-39.377
1559.62,-39.385
1559.64,-39.397
1559.66,-39.401
1559.68,-39.41
1559.7,-39.418
1559.72,-39.428
1559.74,-39.435
1559.76,-39.444
1559.78,-39.455
1559.8,-39.464
1559.82,-39.474
1559.84,-39.484
1559.86,-39.494
1559.88,-39.508
1559.9,-39.517
1559.92,-39.529
1559.94,-39.536
1559.96,-39.546
1559.98,-39.556
1560,-39.569
1560.02,-39.58
1560.04,-39.59
1560.06,-39.599
1560.08,-39.609
1560.1,-39.616
1560.12,-39.626
1560.14,-39.635
1560.16,-39.644
1560.18,-39.654
1560.2,-39.662
1560.22,-39.673
1560.24,-39.681
1560.26,-39.689
1560.28,-39.7
1560.3,-39.71
1560.32,-39.718
1560.34,-39.728
1560.36,-39.741
1560.38,-39.749
1560.4,-39.758
1560.42,-39.767
1560.44,-39.778
1560.46,-39.789
1560.48,-39.801
1560.5,-39.812
1560.52,-39.825
1560.54,-39.835
1560.56,-39.846
1560.58,-39.856
1560.6,-39.866
1560.62,-39.881
1560.64,-39.89
1560.66,-39.904
1560.68,-39.917
1560.7,-39.927
1560.72,-39.94
1560.74,-39.953
1560.76,-39.966
1560.78,-39.98
1560.8,-39.992
1560.82,-40.005
1560.84,-40.019
1560.86,-40.03
1560.88,-40.044
1560.9,-40.06
1560.92,-40.071
1560.94,-40.086
1560.96,-40.099
1560.98,-40.112
1561,-40.124
1561.02,-40.135
1561.04,-40.148
1561.06,-40.162
1561.08,-40.177
1561.1,-40.188
1561.12,-40.204
1561.14,-40.215
1561.16,-40.23
1561.18,-40.244
1561.2,-40.257
1561.22,-40.268
1561.24,-40.283
1561.26,-40.294
1561.28,-40.307
1561.3,-40.322
1561.32,-40.333
1561.34,-40.345
1561.36,-40.36
1561.38,-40.371
1561.4,-40.386
1561.42,-40.4
1561.44,-40.412
1561.46,-40.419
1561.48,-40.431
1561.5,-40.445
1561.52,-40.457
1561.54,-40.469
1561.56,-40.483
1561.58,-40.496
1561.6,-40.511
1561.62,-40.524
1561.64,-40.538
1561.66,-40.551
1561.68,-40.566
1561.7,-40.578
1561.72,-40.593
1561.74,-40.608
1561.76,-40.622
1561.78,-40.637
1561.8,-40.652
1561.82,-40.667
1561.84,-40.682
1561.86,-40.694
1561.88,-40.708
1561.9,-40.723
1561.92,-40.738
1561.94,-40.751
1561.96,-40.765
1561.98,-40.777
1562,-40.792
1562.02,-40.806
1562.04,-40.82
1562.06,-40.835
1562.08,-40.849
1562.1,-40.864
1562.12,-40.877
1562.14,-40.89
1562.16,-40.905
1562.18,-40.922
1562.2,-40.937
1562.22,-40.952
1562.24,-40.967
1562.26,-40.983
1562.28,-40.997
1562.3,-41.014
1562.32,-41.028
1562.34,-41.044
1562.36,-41.058
1562.38,-41.074
1562.4,-41.088
1562.42,-41.103
1562.44,-41.118
1562.46,-41.132
1562.48,-41.148
1562.5,-41.162
1562.52,-41.178
1562.54,-41.194
1562.56,-41.209
1562.58,-41.224
1562.6,-41.24
1562.62,-41.256
1562.64,-41.274
1562.66,-41.291
1562.68,-41.307
1562.7,-41.323
1562.72,-41.339
1562.74,-41.354
1562.76,-41.369
1562.78,-41.385
1562.8,-41.402
1562.82,-41.419
1562.84,-41.435
1562.86,-41.45
1562.88,-41.468
1562.9,-41.485
1562.92,-41.5
1562.94,-41.518
1562.96,-41.534
1562.98,-41.55
1563,-41.566
1563.02,-41.583
1563.04,-41.598
1563.06,-41.614
1563.08,-41.632
1563.1,-41.65
1563.12,-41.666
1563.14,-41.682
1563.16,-41.7
1563.18,-41.714
1563.2,-41.732
1563.22,-41.747
1563.24,-41.763
1563.26,-41.779
1563.28,-41.795
1563.3,-41.813
1563.32,-41.829
1563.34,-41.844
1563.36,-41.861
1563.38,-41.879
1563.4,-41.899
1563.42,-41.917
1563.44,-41.934
1563.46,-41.953
1563.48,-41.968
1563.5,-41.987
1563.52,-42.003
1563.54,-42.021
1563.56,-42.038
1563.58,-42.056
1563.6,-42.073
1563.62,-42.09
1563.64,-42.106
1563.66,-42.122
1563.68,-42.14
1563.7,-42.157
1563.72,-42.175
1563.74,-42.194
1563.76,-42.209
1563.78,-42.226
1563.8,-42.243
1563.82,-42.26
1563.84,-42.275
1563.86,-42.293
1563.88,-42.311
1563.9,-42.327
1563.92,-42.342
1563.94,-42.358
1563.96,-42.377
1563.98,-42.392
1564,-42.408
1564.02,-42.427
1564.04,-42.444
1564.06,-42.46
1564.08,-42.477
1564.1,-42.492
1564.12,-42.51
1564.14,-42.527
1564.16,-42.542
1564.18,-42.561
1564.2,-42.578
1564.22,-42.597
1564.24,-42.615
1564.26,-42.632
1564.28,-42.652
1564.3,-42.672
1564.32,-42.69
1564.34,-42.708
1564.36,-42.727
1564.38,-42.745
1564.4,-42.763
1564.42,-42.783
1564.44,-42.803
1564.46,-42.821
1564.48,-42.84
1564.5,-42.86
1564.52,-42.88
1564.54,-42.896
1564.56,-42.914
1564.58,-42.931
1564.6,-42.951
1564.62,-42.97
1564.64,-42.987
1564.66,-43.007
1564.68,-43.026
1564.7,-43.043
1564.72,-43.059
1564.74,-43.078
1564.76,-43.095
1564.78,-43.113
1564.8,-43.132
1564.82,-43.149
1564.84,-43.167
1564.86,-43.187
1564.88,-43.202
1564.9,-43.22
1564.92,-43.238
1564.94,-43.256
1564.96,-43.276
1564.98,-43.294
1565,-43.313
1565.02,-43.331
1565.04,-43.347
1565.06,-43.367
1565.08,-43.384
1565.1,-43.402
1565.12,-43.42
1565.14,-43.438
1565.16,-43.458
1565.18,-43.476
1565.2,-43.494
1565.22,-43.513
1565.24,-43.531
1565.26,-43.55
1565.28,-43.57
1565.3,-43.589
1565.32,-43.608
1565.34,-43.627
1565.36,-43.644
1565.38,-43.663
1565.4,-43.68
1565.42,-43.7
1565.44,-43.72
1565.46,-43.737
1565.48,-43.757
1565.5,-43.774
1565.52,-43.793
1565.54,-43.813
1565.56,-43.832
1565.58,-43.849
1565.6,-43.87
1565.62,-43.887
1565.64,-43.907
1565.66,-43.925
1565.68,-43.941
1565.7,-43.961
1565.72,-43.98
1565.74,-43.999
1565.76,-44.019
1565.78,-44.037
1565.8,-44.055
1565.82,-44.075
1565.84,-44.09
1565.86,-44.112
1565.88,-44.129
1565.9,-44.146
1565.92,-44.165
1565.94,-44.183
1565.96,-44.203
1565.98,-44.222
1566,-44.243
1566.02,-44.263
1566.04,-44.285
1566.06,-44.305
1566.08,-44.324
1566.1,-44.343
1566.12,-44.361
1566.14,-44.381
1566.16,-44.401
1566.18,-44.422
1566.2,-44.441
1566.22,-44.461
1566.24,-44.482
1566.26,-44.5
1566.28,-44.518
1566.3,-44.538
1566.32,-44.556
1566.34,-44.577
1566.36,-44.596
1566.38,-44.615
1566.4,-44.634
1566.42,-44.652
1566.44,-44.672
1566.46,-44.689
1566.48,-44.71
1566.5,-44.728
1566.52,-44.75
1566.54,-44.767
1566.56,-44.785
1566.58,-44.804
1566.6,-44.824
1566.62,-44.843
1566.64,-44.861
1566.66,-44.882
1566.68,-44.903
1566.7,-44.921
1566.72,-44.938
1566.74,-44.958
1566.76,-44.978
1566.78,-44.998
1566.8,-45.017
1566.82,-45.037
1566.84,-45.056
1566.86,-45.075
1566.88,-45.096
1566.9,-45.115
1566.92,-45.134
1566.94,-45.152
1566.96,-45.174
1566.98,-45.19
1567,-45.211
1567.02,-45.229
1567.04,-45.248
1567.06,-45.268
1567.08,-45.29
1567.1,-45.31
1567.12,-45.328
1567.14,-45.348
1567.16,-45.367
1567.18,-45.389
1567.2,-45.405
1567.22,-45.424
1567.24,-45.446
1567.26,-45.466
1567.28,-45.484
1567.3,-45.502
1567.32,-45.521
1567.34,-45.54
1567.36,-45.56
1567.38,-45.578
1567.4,-45.598
1567.42,-45.616
1567.44,-45.635
1567.46,-45.654
1567.48,-45.674
1567.5,-45.694
1567.52,-45.717
1567.54,-45.737
1567.56,-45.756
1567.58,-45.775
1567.6,-45.797
1567.62,-45.814
1567.64,-45.835
1567.66,-45.854
1567.68,-45.874
1567.7,-45.894
1567.72,-45.913
1567.74,-45.933
1567.76,-45.953
1567.78,-45.971
1567.8,-45.991
1567.82,-46.011
1567.84,-46.03
1567.86,-46.052
1567.88,-46.071
1567.9,-46.091
1567.92,-46.112
1567.94,-46.131
1567.96,-46.153
1567.98,-46.171
1568,-46.195
1568.02,-46.212
1568.04,-46.232
1568.06,-46.252
1568.08,-46.272
1568.1,-46.292
1568.12,-46.311
1568.14,-46.33
1568.16,-46.351
1568.18,-46.371
1568.2,-46.392
1568.22,-46.408
1568.24,-46.429
1568.26,-46.451
1568.28,-46.473
1568.3,-46.491
1568.32,-46.51
1568.34,-46.53
1568.36,-46.552
1568.38,-46.57
1568.4,-46.587
1568.42,-46.611
1568.44,-46.627
1568.46,-46.65
1568.48,-46.668
1568.5,-46.686
1568.52,-46.706
1568.54,-46.722
1568.56,-46.744
1568.58,-46.761
1568.6,-46.78
1568.62,-46.803
1568.64,-46.821
1568.66,-46.839
1568.68,-46.861
1568.7,-46.879
1568.72,-46.901
1568.74,-46.917
1568.76,-46.941
1568.78,-46.959
1568.8,-46.979
1568.82,-46.997
1568.84,-47.017
1568.86,-47.037
1568.88,-47.056
1568.9,-47.073
1568.92,-47.095
1568.94,-47.114
1568.96,-47.133
1568.98,-47.151
1569,-47.172
1569.02,-47.19
1569.04,-47.209
1569.06,-47.229
1569.08,-47.248
1569.1,-47.268
1569.12,-47.291
1569.14,-47.308
1569.16,-47.329
1569.18,-47.345
1569.2,-47.367
1569.22,-47.385
1569.24,-47.403
1569.26,-47.424
1569.28,-47.444
1569.3,-47.461
1569.32,-47.479
1569.34,-47.495
1569.36,-47.519
1569.38,-47.536
1569.4,-47.555
1569.42,-47.574
1569.44,-47.591
1569.46,-47.612
1569.48,-47.631
1569.5,-47.652
1569.52,-47.672
1569.54,-47.691
1569.56,-47.709
1569.58,-47.727
1569.6,-47.746
1569.62,-47.764
1569.64,-47.78
1569.66,-47.8
1569.68,-47.822
1569.7,-47.839
1569.72,-47.862
1569.74,-47.88
1569.76,-47.896
1569.78,-47.916
1569.8,-47.936
1569.82,-47.955
1569.84,-47.971
1569.86,-47.993
1569.88,-48.012
1569.9,-48.03
1569.92,-48.048
1569.94,-48.065
1569.96,-48.086
1569.98,-48.107
1570,-48.125
1570.02,-48.143
1570.04,-48.159
1570.06,-48.177
1570.08,-48.196
1570.1,-48.215
1570.12,-48.234
1570.14,-48.257
1570.16,-48.272
1570.18,-48.293
1570.2,-48.312
1570.22,-48.327
1570.24,-48.349
1570.26,-48.365
1570.28,-48.385
1570.3,-48.403
1570.32,-48.425
1570.34,-48.438
1570.36,-48.458
1570.38,-48.476
1570.4,-48.495
1570.42,-48.515
1570.44,-48.534
1570.46,-48.554
1570.48,-48.57
1570.5,-48.592
1570.52,-48.614
1570.54,-48.63
1570.56,-48.651
1570.58,-48.669
1570.6,-48.689
1570.62,-48.706
1570.64,-48.728
1570.66,-48.744
1570.68,-48.762
1570.7,-48.781
1570.72,-48.799
1570.74,-48.82
1570.76,-48.837
1570.78,-48.858
1570.8,-48.875
1570.82,-48.894
1570.84,-48.911
1570.86,-48.928
1570.88,-48.946
1570.9,-48.969
1570.92,-48.981
1570.94,-49.001
1570.96,-49.018
1570.98,-49.039
1571,-49.057
1571.02,-49.073
1571.04,-49.091
1571.06,-49.11
1571.08,-49.125
1571.1,-49.143
1571.12,-49.157
1571.14,-49.177
1571.16,-49.199
1571.18,-49.212
1571.2,-49.232
1571.22,-49.252
1571.24,-49.271
1571.26,-49.29
1571.28,-49.309
1571.3,-49.323
1571.32,-49.339
1571.34,-49.359
1571.36,-49.379
1571.38,-49.395
1571.4,-49.418
1571.42,-49.438
1571.44,-49.453
1571.46,-49.474
1571.48,-49.489
1571.5,-49.509
1571.52,-49.527
1571.54,-49.544
1571.56,-49.563
1571.58,-49.582
1571.6,-49.6
1571.62,-49.616
1571.64,-49.636
1571.66,-49.65
1571.68,-49.671
1571.7,-49.684
1571.72,-49.717
1571.74,-49.728
1571.76,-49.736
1571.78,-49.754
1571.8,-49.773
1571.82,-49.789
1571.84,-49.808
1571.86,-49.827
1571.88,-49.842
1571.9,-49.859
1571.92,-49.875
1571.94,-49.892
1571.96,-49.911
1571.98,-49.927
1572,-49.944
1572.02,-49.958
1572.04,-49.978
1572.06,-49.996
1572.08,-50.013
1572.1,-50.031
1572.12,-50.048
1572.14,-50.067
1572.16,-50.084
1572.18,-50.099
1572.2,-50.116
1572.22,-50.132
1572.24,-50.154
1572.26,-50.171
1572.28,-50.188
1572.3,-50.203
1572.32,-50.22
1572.34,-50.238
1572.36,-50.257
1572.38,-50.272
1572.4,-50.291
1572.42,-50.306
1572.44,-50.325
1572.46,-50.338
1572.48,-50.358
1572.5,-50.374
1572.52,-50.387
1572.54,-50.402
1572.56,-50.42
1572.58,-50.436
1572.6,-50.456
1572.62,-50.471
1572.64,-50.484
1572.66,-50.503
1572.68,-50.518
1572.7,-50.537
1572.72,-50.552
1572.74,-50.569
1572.76,-50.583
1572.78,-50.597
1572.8,-50.616
1572.82,-50.63
1572.84,-50.652
1572.86,-50.666
1572.88,-50.683
1572.9,-50.702
1572.92,-50.717
1572.94,-50.736
1572.96,-50.749
1572.98,-50.763
1573,-50.785
1573.02,-50.801
1573.04,-50.814
1573.06,-50.832
1573.08,-50.842
1573.1,-50.863
1573.12,-50.883
1573.14,-50.902
1573.16,-50.912
1573.18,-50.929
1573.2,-50.95
1573.22,-50.964
1573.24,-50.978
1573.26,-50.996
1573.28,-51.01
1573.3,-51.025
1573.32,-51.045
1573.34,-51.057
1573.36,-51.074
1573.38,-51.092
1573.4,-51.106
1573.42,-51.121
1573.44,-51.138
1573.46,-51.149
1573.48,-51.165
1573.5,-51.181
1573.52,-51.199
1573.54,-51.21
1573.56,-51.23
1573.58,-51.245
1573.6,-51.257
1573.62,-51.275
1573.64,-51.29
1573.66,-51.307
1573.68,-51.321
1573.7,-51.334
1573.72,-51.351
1573.74,-51.366
1573.76,-51.381
1573.78,-51.396
1573.8,-51.412
1573.82,-51.426
1573.84,-51.445
1573.86,-51.456
1573.88,-51.474
1573.9,-51.49
1573.92,-51.504
1573.94,-51.518
1573.96,-51.535
1573.98,-51.549
1574,-51.566
1574.02,-51.578
1574.04,-51.594
1574.06,-51.609
1574.08,-51.623
1574.1,-51.636
1574.12,-51.655
1574.14,-51.669
1574.16,-51.683
1574.18,-51.696
1574.2,-51.711
1574.22,-51.726
1574.24,-51.742
1574.26,-51.759
1574.28,-51.769
1574.3,-51.786
1574.32,-51.802
1574.34,-51.816
1574.36,-51.826
1574.38,-51.843
1574.4,-51.858
1574.42,-51.874
1574.44,-51.89
1574.46,-51.904
1574.48,-51.919
1574.5,-51.93
1574.52,-51.945
1574.54,-51.964
1574.56,-51.973
1574.58,-51.988
1574.6,-52.003
1574.62,-52.019
1574.64,-52.033
1574.66,-52.043
1574.68,-52.063
1574.7,-52.078
1574.72,-52.092
1574.74,-52.104
1574.76,-52.122
1574.78,-52.134
1574.8,-52.153
1574.82,-52.164
1574.84,-52.18
1574.86,-52.195
1574.88,-52.209
1574.9,-52.221
1574.92,-52.236
1574.94,-52.247
1574.96,-52.266
1574.98,-52.28
1575,-52.291
1575.02,-52.303
1575.04,-52.314
1575.06,-52.332
1575.08,-52.348
1575.1,-52.363
1575.12,-52.377
1575.14,-52.387
1575.16,-52.404
1575.18,-52.416
1575.2,-52.426
1575.22,-52.441
1575.24,-52.461
1575.26,-52.469
1575.28,-52.485
1575.3,-52.495
1575.32,-52.509
1575.34,-52.527
1575.36,-52.534
1575.38,-52.548
1575.4,-52.561
1575.42,-52.577
1575.44,-52.59
1575.46,-52.605
1575.48,-52.617
1575.5,-52.628
1575.52,-52.642
1575.54,-52.659
1575.56,-52.668
1575.58,-52.681
1575.6,-52.694
1575.62,-52.708
1575.64,-52.722
1575.66,-52.735
1575.68,-52.748
1575.7,-52.762
1575.72,-52.773
1575.74,-52.792
1575.76,-52.804
1575.78,-52.819
1575.8,-52.833
1575.82,-52.843
1575.84,-52.856
1575.86,-52.864
1575.88,-52.88
1575.9,-52.896
1575.92,-52.906
1575.94,-52.927
1575.96,-52.932
1575.98,-52.948
1576,-52.961
1576.02,-52.974
1576.04,-52.987
1576.06,-52.998
1576.08,-53
1576.1,-53.013
1576.12,-53.034
1576.14,-53.049
1576.16,-53.056
1576.18,-53.068
1576.2,-53.081
1576.22,-53.092
1576.24,-53.106
1576.26,-53.126
1576.28,-53.13
1576.3,-53.141
1576.32,-53.153
1576.34,-53.167
1576.36,-53.177
1576.38,-53.193
1576.4,-53.204
1576.42,-53.213
1576.44,-53.226
1576.46,-53.243
1576.48,-53.254
1576.5,-53.264
1576.52,-53.277
1576.54,-53.288
1576.56,-53.301
1576.58,-53.315
1576.6,-53.321
1576.62,-53.338
1576.64,-53.354
1576.66,-53.362
1576.68,-53.377
1576.7,-53.387
1576.72,-53.4
1576.74,-53.407
1576.76,-53.422
1576.78,-53.434
1576.8,-53.45
1576.82,-53.459
1576.84,-53.467
1576.86,-53.484
1576.88,-53.485
1576.9,-53.504
1576.92,-53.512
1576.94,-53.527
1576.96,-53.535
1576.98,-53.546
1577,-53.558
1577.02,-53.57
1577.04,-53.579
1577.06,-53.596
1577.08,-53.602
1577.1,-53.616
1577.12,-53.629
1577.14,-53.636
1577.16,-53.651
1577.18,-53.656
1577.2,-53.67
1577.22,-53.68
1577.24,-53.694
1577.26,-53.706
1577.28,-53.714
1577.3,-53.727
1577.32,-53.745
1577.34,-53.753
1577.36,-53.766
1577.38,-53.774
1577.4,-53.788
1577.42,-53.803
1577.44,-53.809
1577.46,-53.817
1577.48,-53.831
1577.5,-53.847
1577.52,-53.857
1577.54,-53.871
1577.56,-53.878
1577.58,-53.891
1577.6,-53.901
1577.62,-53.915
1577.64,-53.922
1577.66,-53.937
1577.68,-53.946
1577.7,-53.959
1577.72,-53.969
1577.74,-53.981
1577.76,-53.982
1577.78,-53.992
1577.8,-54.009
1577.82,-54.015
1577.84,-54.024
1577.86,-54.038
1577.88,-54.048
1577.9,-54.061
1577.92,-54.074
1577.94,-54.08
1577.96,-54.085
1577.98,-54.101
1578,-54.113
1578.02,-54.121
1578.04,-54.133
1578.06,-54.145
1578.08,-54.152
1578.1,-54.168
1578.12,-54.181
1578.14,-54.183
1578.16,-54.2
1578.18,-54.213
1578.2,-54.221
1578.22,-54.23
1578.24,-54.233
1578.26,-54.255
1578.28,-54.262
1578.3,-54.275
1578.32,-54.278
1578.34,-54.294
1578.36,-54.302
1578.38,-54.307
1578.4,-54.322
1578.42,-54.334
1578.44,-54.339
1578.46,-54.354
1578.48,-54.362
1578.5,-54.373
1578.52,-54.383
1578.54,-54.388
1578.56,-54.404
1578.58,-54.41
1578.6,-54.427
1578.62,-54.432
1578.64,-54.444
1578.66,-54.455
1578.68,-54.463
1578.7,-54.474
1578.72,-54.485
1578.74,-54.498
1578.76,-54.505
1578.78,-54.516
1578.8,-54.531
1578.82,-54.533
1578.84,-54.54
1578.86,-54.556
1578.88,-54.56
1578.9,-54.57
1578.92,-54.579
1578.94,-54.598
1578.96,-54.6
1578.98,-54.609
1579,-54.62
1579.02,-54.632
1579.04,-54.642
1579.06,-54.654
1579.08,-54.658
1579.1,-54.668
1579.12,-54.675
1579.14,-54.689
1579.16,-54.7
1579.18,-54.708
1579.2,-54.717
1579.22,-54.726
1579.24,-54.739
1579.26,-54.746
1579.28,-54.752
1579.3,-54.764
1579.32,-54.779
1579.34,-54.787
1579.36,-54.797
1579.38,-54.8
1579.4,-54.82
1579.42,-54.819
1579.44,-54.833
1579.46,-54.836
1579.48,-54.845
1579.5,-54.854
1579.52,-54.868
1579.54,-54.882
1579.56,-54.883
1579.58,-54.892
1579.6,-54.902
1579.62,-54.914
1579.64,-54.927
1579.66,-54.933
1579.68,-54.936
1579.7,-54.944
1579.72,-54.957
1579.74,-54.971
1579.76,-54.978
1579.78,-54.985
1579.8,-54.997
1579.82,-55.005
1579.84,-55.017
1579.86,-55.015
1579.88,-55.033
1579.9,-55.039
1579.92,-55.048
1579.94,-55.06
1579.96,-55.068
1579.98,-55.074
1580,-55.089
1580.02,-55.091
1580.04,-55.103
1580.06,-55.112
1580.08,-55.126
1580.1,-55.127
1580.12,-55.131
1580.14,-55.145
1580.16,-55.152
1580.18,-55.158
1580.2,-55.165
1580.22,-55.181
1580.24,-55.187
1580.26,-55.199
1580.28,-55.204
1580.3,-55.21
1580.32,-55.222
1580.34,-55.223
1580.36,-55.229
1580.38,-55.238
1580.4,-55.252
1580.42,-55.264
1580.44,-55.273
1580.46,-55.27
1580.48,-55.289
1580.5,-55.286
1580.52,-55.299
1580.54,-55.306
1580.56,-55.321
1580.58,-55.327
1580.6,-55.33
1580.62,-55.345
1580.64,-55.342
1580.66,-55.355
1580.68,-55.372
1580.7,-55.377
1580.72,-55.379
1580.74,-55.394
1580.76,-55.402
1580.78,-55.398
1580.8,-55.423
1580.82,-55.426
1580.84,-55.435
1580.86,-55.438
1580.88,-55.45
1580.9,-55.456
1580.92,-55.467
1580.94,-55.472
1580.96,-55.484
1580.98,-55.492
1581,-55.497
1581.02,-55.51
1581.04,-55.515
1581.06,-55.526
1581.08,-55.528
1581.1,-55.534
1581.12,-55.547
1581.14,-55.557
1581.16,-55.56
1581.18,-55.564
1581.2,-55.577
1581.22,-55.586
1581.24,-55.591
1581.26,-55.6
1581.28,-55.603
1581.3,-55.612
1581.32,-55.616
1581.34,-55.624
1581.36,-55.631
1581.38,-55.644
1581.4,-55.645
1581.42,-55.654
1581.44,-55.663
1581.46,-55.674
1581.48,-55.68
1581.5,-55.68
1581.52,-55.69
1581.54,-55.707
1581.56,-55.708
1581.58,-55.725
1581.6,-55.726
1581.62,-55.743
1581.64,-55.738
1581.66,-55.75
1581.68,-55.757
1581.7,-55.761
1581.72,-55.778
1581.74,-55.778
1581.76,-55.781
1581.78,-55.787
1581.8,-55.793
1581.82,-55.812
1581.84,-55.815
1581.86,-55.826
1581.88,-55.825
1581.9,-55.839
1581.92,-55.849
1581.94,-55.857
1581.96,-55.865
1581.98,-55.865
1582,-55.868
1582.02,-55.886
1582.04,-55.892
1582.06,-55.895
1582.08,-55.911
1582.1,-55.919
1582.12,-55.922
1582.14,-55.929
1582.16,-55.935
1582.18,-55.934
1582.2,-55.946
1582.22,-55.949
1582.24,-55.951
1582.26,-55.969
1582.28,-55.972
1582.3,-55.983
1582.32,-55.981
1582.34,-55.982
1582.36,-55.997
1582.38,-56.009
1582.4,-56.015
1582.42,-56.013
1582.44,-56.029
1582.46,-56.033
1582.48,-56.042
1582.5,-56.043
1582.52,-56.058
1582.54,-56.057
1582.56,-56.068
1582.58,-56.071
1582.6,-56.088
1582.62,-56.097
1582.64,-56.102
1582.66,-56.108
1582.68,-56.111
1582.7,-56.125
1582.72,-56.126
1582.74,-56.134
1582.76,-56.14
1582.78,-56.16
1582.8,-56.16
1582.82,-56.166
1582.84,-56.169
1582.86,-56.179
1582.88,-56.187
1582.9,-56.19
1582.92,-56.194
1582.94,-56.204
1582.96,-56.204
1582.98,-56.222
1583,-56.224
1583.02,-56.222
1583.04,-56.238
1583.06,-56.239
1583.08,-56.251
1583.1,-56.25
1583.12,-56.269
1583.14,-56.268
1583.16,-56.266
1583.18,-56.292
1583.2,-56.284
1583.22,-56.292
1583.24,-56.301
1583.26,-56.306
1583.28,-56.308
1583.3,-56.314
1583.32,-56.326
1583.34,-56.339
1583.36,-56.347
1583.38,-56.349
1583.4,-56.359
1583.42,-56.361
1583.44,-56.368
1583.46,-56.373
1583.48,-56.377
1583.5,-56.39
1583.52,-56.4
1583.54,-56.401
1583.56,-56.398
1583.58,-56.415
1583.6,-56.428
1583.62,-56.421
1583.64,-56.431
1583.66,-56.439
1583.68,-56.453
1583.7,-56.449
1583.72,-56.462
1583.74,-56.447
1583.76,-56.466
1583.78,-56.476
